,date_service_received,open_or_boarded,vacant_or_occupied,vacant_fire,property_used,zipcode,latitude,longitude
1853,7/27/2013,Open,Vacant,False,False,60637.0,41.77584863,-87.59609395
1854,7/29/2013,Open,Vacant,False,True,60622.0,41.8915795,-87.6748561
1855,7/26/2013,Open,Vacant,False,False,60612.0,41.89299442,-87.69332762
1856,7/26/2013,Open,Vacant,False,False,60639.0,41.92149494,-87.75975555
1857,7/25/2013,Open,Vacant,False,True,60636.0,41.76197958,-87.66616814
1858,7/22/2013,Boarded,Vacant,False,False,60620.0,41.74828612,-87.64518782
1859,7/19/2013,Open,Vacant,False,False,60637.0,41.78923356,-87.61746239
1860,7/19/2013,Open,Vacant,False,False,60621.0,41.76242639,-87.64555377
1861,7/19/2013,Open,Vacant,False,True,60637.0,41.78206864,-87.60272321
1862,7/20/2013,Open,Vacant,True,False,60636.0,41.76759317,-87.66146513
1863,7/20/2013,Open,Vacant,False,False,60620.0,41.75567786,-87.6672154
1864,7/22/2013,Open,Vacant,True,False,60639.0,41.92513562,-87.76110659
1865,7/17/2013,Open,Vacant,False,True,60636.0,41.77157979,-87.65428976
1866,7/18/2013,Open,Vacant,True,False,60636.0,41.76974067,-87.67244491
1867,7/12/2013,Boarded,Vacant,False,False,60636.0,41.77497058,-87.66536451
1868,7/2/2013,Open,Vacant,False,True,60637.0,41.77456902,-87.6082537
1869,6/28/2013,Open,Vacant,False,False,60643.0,41.69135413,-87.65026263
1870,6/29/2013,Open,Vacant,False,False,60637.0,41.7739932,-87.61065308
1871,6/27/2013,Open,Vacant,False,False,60639.0,41.92289664,-87.75979959
1872,6/20/2013,Open,Vacant,False,True,60620.0,41.74830458,-87.64275284
1873,6/7/2013,Boarded,Vacant,False,False,60636.0,41.77018368,-87.6578949
1874,5/20/2013,Boarded,Vacant,False,,60620.0,41.74497404,-87.62808909
1875,8/2/2013,Open,Vacant,False,False,60621.0,41.77528631,-87.64831495
1876,8/5/2013,Open,Vacant,False,False,60628.0,41.68528435,-87.62598173
1877,8/2/2013,Open,Vacant,False,False,60621.0,41.76458628,-87.63098197
1878,7/30/2013,Open,Vacant,True,False,60707.0,41.92090284,-87.78780849
1879,7/31/2013,Boarded,Vacant,False,False,60609.0,41.7978314,-87.64603861
1880,7/29/2013,Boarded,Vacant,False,True,60623.0,41.85858341,-87.70666319
1881,7/29/2013,Open,Vacant,False,False,60628.0,41.70652963,-87.60531218
1882,7/24/2013,Open,Vacant,False,False,60628.0,41.70146617,-87.61848499
1883,7/22/2013,Open,Vacant,False,True,60628.0,41.68482843,-87.62650368
1884,7/23/2013,Open,Vacant,False,False,60609.0,41.80086494,-87.65747409999999
1885,7/23/2013,Open,Vacant,False,False,60628.0,41.68454623,-87.63366904
1886,7/24/2013,Open,Vacant,False,True,60636.0,41.775158700000006,-87.67501362
1887,7/21/2013,Open,Vacant,False,True,60636.0,41.78042296,-87.66667859
1888,7/22/2013,Open,Vacant,False,False,60660.0,41.98746393,-87.66969471
1889,7/22/2013,Open,Vacant,False,False,60628.0,41.70153396,-87.61848644
1890,7/17/2013,Open,Vacant,False,False,60628.0,41.67147311,-87.62246355
1891,7/18/2013,Boarded,Vacant,False,False,60628.0,41.70288718,-87.61120412
1892,7/15/2013,Open,Vacant,False,True,60609.0,41.79695489,-87.6634483
1893,7/16/2013,Open,Vacant,False,True,60640.0,41.97173311,-87.66951705
1894,7/10/2013,Open,Vacant,False,False,60621.0,41.7776221,-87.64599682
1895,7/10/2013,Open,Vacant,False,True,60629.0,41.7838044,-87.70083879
1896,7/5/2013,Open,Vacant,False,False,60609.0,41.79894796,-87.66836466
1897,7/5/2013,Open,Vacant,False,False,60640.0,41.98255259,-87.67045947
1898,6/26/2013,Open,Vacant,False,False,60640.0,41.97853079,-87.67647816
1899,6/26/2013,Open,Vacant,False,False,60609.0,41.79697504,-87.67074195
1900,6/26/2013,Open,Vacant,False,False,60659.0,41.98740749,-87.69808268
1901,6/24/2013,Open,Vacant,False,False,60630.0,41.97596917,-87.75184174
1902,6/7/2013,Open,Vacant,False,True,60636.0,41.79163279,-87.65845263
1903,6/4/2013,Boarded,Vacant,False,False,60621.0,41.78961424,-87.65232900000001
1904,5/29/2013,Open,Vacant,False,False,60609.0,41.80130629999999,-87.66611078
1905,8/5/2013,Open,Vacant,False,False,60636.0,41.79012236,-87.65598631
1906,8/5/2013,Open,Vacant,False,False,60636.0,41.78642422,-87.66681364
1907,7/31/2013,Open,Vacant,False,True,60637.0,41.7749083,-87.59607319
1908,7/31/2013,Boarded,Vacant,False,False,60644.0,41.89365164,-87.76208474
1909,7/30/2013,Open,Vacant,False,False,60630.0,41.97004436,-87.72954727
1910,7/30/2013,Boarded,Vacant,False,False,60615.0,41.80595877,-87.59057355
1911,7/29/2013,Open,Vacant,False,False,60609.0,41.79586402,-87.63425243
1912,7/29/2013,Open,Vacant,False,True,60639.0,41.912818,-87.78257297
1913,7/29/2013,Open,Vacant,False,True,60651.0,41.90497594,-87.76696787
1914,7/26/2013,Open,Vacant,False,False,60615.0,41.80222232,-87.60792288
1915,7/27/2013,Open,Vacant,False,True,60628.0,41.69555354,-87.62797681
1916,7/24/2013,Open,Vacant,False,True,60628.0,41.70427211,-87.62010206
1917,7/25/2013,Open,Vacant,False,True,60628.0,41.695317700000004,-87.6231821
1918,7/22/2013,Boarded,Vacant,False,False,60630.0,41.97546209,-87.76892638
1919,7/23/2013,Open,Vacant,False,False,60619.0,41.7560157,-87.58700222
1920,7/23/2013,Boarded,Vacant,False,False,60615.0,41.80045922,-87.58437904
1921,7/16/2013,Boarded,Vacant,False,False,60624.0,41.8769586,-87.73599234
1922,7/15/2013,Open,Vacant,False,True,60619.0,41.76513445,-87.58751318
1923,7/3/2013,Open,Vacant,False,False,60625.0,41.96557273,-87.7221441
1924,6/28/2013,Open,Vacant,False,True,60625.0,41.96871347,-87.72192897
1925,6/10/2013,Open,Vacant,False,True,60629.0,41.77145608,-87.68586821
1926,4/26/2013,Open,Vacant,True,True,60637.0,41.77469784,-87.6045841
1927,7/5/2013,Boarded,Vacant,False,False,60651.0,41.90462222,-87.71069767
1928,3/27/2013,Open,Vacant,False,False,60621.0,41.76667089,-87.63838739
1929,8/5/2013,Open,Vacant,False,False,60621.0,41.77532281,-87.64831566
1930,8/5/2013,Boarded,Vacant,False,True,60612.0,41.88034145,-87.66927301
1931,7/28/2013,Open,Vacant,False,True,60612.0,41.89081904,-87.70518152
1932,7/17/2013,Open,Vacant,False,True,60613.0,41.95252577,-87.66473755
1933,7/16/2013,Boarded,Vacant,False,False,60651.0,41.90281931,-87.708061
1934,7/17/2013,Open,Vacant,False,False,60628.0,41.67980072,-87.62665108
1935,7/9/2013,Open,Vacant,False,True,60646.0,41.98731312,-87.74315609
1936,7/9/2013,Open,Vacant,False,False,60601.0,41.88447144,-87.62445171
1937,7/10/2013,Open,Vacant,False,False,60657.0,41.94242229,-87.66873792
1938,6/29/2013,Open,Vacant,False,True,60646.0,41.99179239,-87.75246099
1939,6/30/2013,Open,Vacant,False,False,60613.0,41.95313308,-87.67143835
1940,8/8/2013,Open,Vacant,False,True,60644.0,41.89311642,-87.75108771
1941,8/7/2013,Boarded,Vacant,False,False,60647.0,41.92152367,-87.69510097
1942,8/6/2013,Boarded,Vacant,False,False,60623.0,41.86186124,-87.72871271
1943,8/6/2013,Open,Vacant,False,False,60608.0,41.85899065,-87.64764908
1944,8/5/2013,Open,Vacant,False,False,60623.0,41.86361943,-87.70924479
1945,8/5/2013,Boarded,Vacant,False,False,60618.0,41.93553129,-87.72076943
1946,8/5/2013,Open,Vacant,False,False,60616.0,41.83714807,-87.63602437
1947,7/27/2013,Open,Vacant,False,True,60616.0,41.83571489,-87.64135446
1948,7/18/2013,Open,Vacant,False,False,60641.0,41.94866837,-87.74715941
1949,7/12/2013,Open,Vacant,False,False,60641.0,41.94640352,-87.76308225
1950,7/10/2013,Open,Vacant,False,False,60641.0,41.94881126,-87.76220507
1951,7/8/2013,Open,Vacant,False,False,60634.0,41.95113566,-87.80353897
1952,6/27/2013,Open,Vacant,False,False,60630.0,41.97584495,-87.7823416
1953,8/9/2013,Open,Vacant,False,False,60621.0,41.79197586,-87.63292986
1954,8/9/2013,Open,Vacant,False,True,60621.0,41.77253147,-87.64102057
1955,8/9/2013,Open,Vacant,False,True,60636.0,41.77138076,-87.67369768
1956,8/7/2013,Boarded,Vacant,False,False,60636.0,41.77140709,-87.67127694
1957,8/7/2013,Open,Vacant,False,True,60621.0,41.7743776,-87.6382285
1958,8/8/2013,Boarded,Vacant,False,False,60636.0,41.79362465,-87.66746532
1959,8/7/2013,Open,Vacant,False,True,60623.0,41.85286809,-87.71747127
1960,8/7/2013,Open,Vacant,False,True,60623.0,41.86009232,-87.73233235
1961,8/7/2013,Open,Vacant,False,True,60623.0,41.86012938,-87.73233384
1962,8/5/2013,Open,Vacant,False,True,60612.0,41.8719106,-87.70154779
1963,8/3/2013,Open,Vacant,False,True,60636.0,41.78607831,-87.66801847
1964,8/4/2013,Open,Vacant,False,True,60632.0,41.81563351,-87.68869761
1965,8/1/2013,Open,Vacant,False,False,60636.0,41.78312449,-87.66328409999998
1966,8/2/2013,Open,Vacant,False,True,60612.0,41.86753198,-87.69837473
1967,7/30/2013,Open,Vacant,False,False,60623.0,41.85247685,-87.73266152
1968,7/31/2013,Open,Vacant,False,False,60644.0,41.87568661,-87.76035323
1969,7/31/2013,Open,Vacant,False,False,60644.0,41.88216757,-87.7702776
1970,7/26/2013,Open,Vacant,False,True,60636.0,41.79306498,-87.6730569
1971,7/28/2013,Open,Vacant,False,True,60623.0,41.85605755,-87.72975914
1972,7/29/2013,Open,Vacant,False,False,60636.0,41.79303561,-87.6730561
1973,7/24/2013,Open,Vacant,False,True,60636.0,41.77678216,-87.66661664
1974,7/16/2013,Open,Vacant,False,True,60636.0,41.78604655,-87.66194820000001
1975,6/23/2013,Open,Vacant,False,False,60649.0,41.75889293,-87.574744
1976,6/3/2013,Open,Vacant,False,False,60617.0,41.74042038,-87.56363108
1977,3/25/2013,Open,Vacant,False,False,60619.0,41.75103117,-87.59426345
1978,1/25/2013,Open,Vacant,False,False,60619.0,41.74869752,-87.6002624
1979,8/1/2013,Boarded,Vacant,False,False,60628.0,41.67074373,-87.62171605
1980,6/20/2013,Open,Vacant,False,True,60617.0,41.71976609,-87.57282333
1981,8/12/2013,Open,Vacant,False,False,60649.0,41.76372207,-87.58053905
1982,8/12/2013,Open,Vacant,False,False,60649.0,41.75641354,-87.56632176
1983,8/12/2013,Open,Vacant,False,False,60649.0,41.76782611,-87.58282703
1984,8/10/2013,Open,Vacant,False,False,60636.0,41.77773701,-87.65445001
1985,8/7/2013,Open,Vacant,True,True,60624.0,41.87367349,-87.70711985
1986,8/6/2013,Open,Vacant,False,False,60640.0,41.96450569,-87.65059257
1987,8/1/2013,Open,Vacant,False,True,60628.0,41.69805995,-87.62272512
1988,8/2/2013,Boarded,Vacant,False,False,60628.0,41.70524064,-87.63123991
1989,8/2/2013,Boarded,Vacant,False,False,60612.0,41.88284283,-87.70162642
1990,8/4/2013,Open,Vacant,False,True,60628.0,41.67964155,-87.63593756
1991,8/4/2013,Open,Vacant,False,True,60621.0,41.77370683,-87.64827105
1992,7/30/2013,Open,Vacant,False,False,60624.0,41.86790893,-87.73107894
1993,7/29/2013,Open,Vacant,False,True,60644.0,41.88318344,-87.74904852
1994,7/30/2013,Open,Vacant,False,False,60628.0,41.70532072,-87.62228293
1995,7/30/2013,Open,Vacant,False,False,60628.0,41.70524469,-87.62228084
1996,7/30/2013,Open,Vacant,False,False,60624.0,41.86791034,-87.73098127
1997,7/24/2013,Open,Vacant,True,False,60630.0,41.98091538,-87.78219748
1998,7/22/2013,Open,Vacant,True,False,60628.0,41.69983076,-87.6266607
1999,7/22/2013,Boarded,Vacant,False,False,60620.0,41.73725322,-87.6472996
2000,7/15/2013,Open,Vacant,True,True,60651.0,41.89771802,-87.73108169
2001,6/25/2013,Open,Vacant,False,True,60636.0,41.78322248,-87.65619293
2002,6/6/2013,Open,Vacant,False,False,60651.0,41.89892511,-87.7318368
2003,5/22/2013,Open,Vacant,True,True,60651.0,41.89801979,-87.73111448
2004,5/14/2013,Open,Vacant,False,True,60619.0,41.76401874,-87.60750016
2005,8/13/2013,Open,Vacant,False,False,60623.0,41.86208537,-87.73361542
2006,8/13/2013,Open,Vacant,False,True,60643.0,41.6949245,-87.65575564
2007,8/12/2013,Open,Vacant,False,False,60624.0,41.89177217,-87.71780899
2008,8/10/2013,Open,Vacant,False,False,60624.0,41.89177181,-87.71784536
2009,8/10/2013,Open,Vacant,False,False,60624.0,41.89245072,-87.71866519
2010,8/11/2013,Open,Vacant,False,False,60628.0,41.68858602,-87.63380936
2011,8/6/2013,Boarded,Vacant,False,False,60639.0,41.92580319,-87.77699928
2012,8/6/2013,Open,Vacant,False,False,60619.0,41.75839503,-87.60050982
2013,8/7/2013,Open,Vacant,False,False,60649.0,41.75456406,-87.56264955
2014,8/4/2013,Open,Vacant,False,True,60639.0,41.92132835,-87.77977743
2015,8/5/2013,Open,Vacant,False,False,60636.0,41.79012507,-87.65841418
2016,8/1/2013,Open,Vacant,False,False,60651.0,41.89663044,-87.77032334
2017,8/2/2013,Open,Vacant,False,False,60651.0,41.90307474,-87.72387629
2018,8/2/2013,Open,Vacant,False,True,60639.0,41.92092720000001,-87.76096609999999
2019,8/3/2013,Open,Vacant,True,True,60628.0,41.67930713,-87.64075011
2020,7/30/2013,Open,Vacant,False,False,60643.0,41.68666434,-87.65193266
2021,7/31/2013,Open,Vacant,False,True,60620.0,41.74297069,-87.64627797
2022,7/31/2013,Open,Vacant,,False,,41.7489361,-87.60390303
2023,7/31/2013,Open,Vacant,,False,,41.74734532,-87.60385544
2024,7/28/2013,Open,Vacant,False,True,60623.0,41.85976765,-87.71035484
2025,7/28/2013,Open,Vacant,False,False,60628.0,41.68656807,-87.64098475
2026,7/23/2013,Boarded,Vacant,False,False,60643.0,41.69905966,-87.64380642
2027,7/19/2013,Boarded,Vacant,False,True,60628.0,41.68972502,-87.63264575
2028,7/21/2013,Open,Vacant,False,False,60630.0,41.9714027,-87.77156899
2029,7/9/2013,Open,Vacant,False,False,60619.0,41.75826603,-87.60050653
2030,6/25/2013,Boarded,Vacant,False,False,60649.0,41.75966958,-87.57922169
2031,6/3/2013,Open,Vacant,True,False,60628.0,41.67898181,-87.61961550000001
2032,8/13/2013,Open,Vacant,False,False,60619.0,41.74698282,-87.60142516
2033,8/13/2013,Open,Vacant,False,False,60637.0,41.77218213,-87.5911441
2034,8/13/2013,Open,Vacant,False,False,60619.0,41.76531256,-87.59947639
2035,8/9/2013,Open,Vacant,False,True,60636.0,41.78064875,-87.66302544
2036,8/2/2013,Open,Vacant,False,True,60639.0,41.93056013,-87.75159326
2037,8/4/2013,Open,Vacant,False,True,60641.0,41.93193535,-87.76381168
2038,7/31/2013,Open,Vacant,False,True,60649.0,41.75889262,-87.57478066
2039,7/29/2013,Open,Vacant,False,False,60617.0,41.75111304,-87.58166939
2040,7/29/2013,Open,Vacant,False,False,60617.0,41.75107627,-87.58166872
2041,7/30/2013,Open,Vacant,False,True,60632.0,41.80785192,-87.72501396
2042,7/30/2013,Open,Vacant,False,True,60632.0,41.80501186,-87.72595086
2043,7/30/2013,Open,Vacant,False,True,60619.0,41.7492761,-87.59300305
2044,7/28/2013,Open,Vacant,False,True,60649.0,41.75889351,-87.57470698
2045,7/15/2013,Open,Vacant,True,True,60632.0,41.80386096,-87.72469038
2046,7/10/2013,Boarded,Vacant,False,False,60617.0,41.74192477,-87.56365321
2047,6/20/2013,Open,Vacant,True,False,60617.0,41.73657703,-87.57570716
2048,6/18/2013,Open,Vacant,False,True,60638.0,41.81191988,-87.75180391
2049,6/18/2013,Open,Vacant,False,True,60638.0,41.81193827,-87.75180374
2050,6/10/2013,Open,Vacant,False,False,60638.0,41.81054365,-87.74690729
2051,6/12/2013,Open,Vacant,False,False,60632.0,41.8084474,-87.74073216
2052,6/5/2013,Open,Vacant,False,True,60638.0,41.8105408,-87.74568231
2053,6/4/2013,Open,Vacant,True,False,60638.0,41.78877176,-87.7621554
2054,5/29/2013,Boarded,Vacant,False,False,60638.0,41.80703704,-87.74558853
2055,8/14/2013,Open,Vacant,False,False,60621.0,41.78509264,-87.6526436
2056,8/13/2013,Open,Vacant,False,False,60637.0,41.78116738,-87.62373117
2057,8/9/2013,Open,Vacant,False,True,60628.0,41.69596455,-87.62798735
2058,8/11/2013,Open,Vacant,True,False,60629.0,41.79145992,-87.70472362
2059,8/6/2013,Open,Vacant,True,False,,41.73612855,-87.56842017
2060,8/5/2013,Boarded,Vacant,False,False,60649.0,41.75273885,-87.58089513
2061,8/1/2013,Open,Vacant,False,False,60628.0,41.68253159,-87.62379961
2062,8/4/2013,Open,Vacant,False,True,60617.0,41.75098459,-87.5816665
2063,7/30/2013,Open,Vacant,False,True,60632.0,41.80901681,-87.72240203
2064,7/30/2013,Open,Vacant,False,True,60632.0,41.80932244,-87.72731116
2065,7/30/2013,Open,Vacant,False,True,60632.0,41.80939655,-87.72731377
2066,7/25/2013,Open,Vacant,False,False,60629.0,41.78792126,-87.71260767
2067,7/25/2013,Boarded,Vacant,False,False,60617.0,41.74954425,-87.57350842
2068,7/15/2013,Open,Vacant,False,False,60619.0,41.74892533,-87.59299499
2069,7/1/2013,Open,Vacant,False,True,60619.0,41.75833958,-87.60050826
2070,6/28/2013,Open,Vacant,False,False,60617.0,41.74552814,-87.56735656
2071,6/25/2013,Open,Vacant,False,False,60629.0,41.786953100000005,-87.71615376
2072,6/27/2013,Open,Vacant,False,False,60619.0,41.73933961,-87.60368271
2073,6/24/2013,Open,Vacant,False,True,60619.0,41.74775811,-87.59175192
2074,6/24/2013,Open,Vacant,False,True,60619.0,41.74771671,-87.59053439
2075,8/15/2013,Open,Vacant,False,False,60621.0,41.78325878,-87.65361709
2076,8/15/2013,Open,Vacant,False,False,60621.0,41.78514736,-87.64888099
2077,8/15/2013,Open,Vacant,False,True,60608.0,41.86277789,-87.69202491
2078,8/14/2013,Open,Vacant,False,False,60619.0,41.75869648,-87.59447568
2079,8/13/2013,Open,Vacant,False,False,60632.0,41.79681346,-87.69755041
2080,8/10/2013,Open,Vacant,False,True,60628.0,41.69983463,-87.6263527
2081,8/11/2013,Open,Vacant,False,False,60609.0,41.80706966,-87.63331056
2082,8/11/2013,Open,Vacant,False,True,60628.0,41.67408466,-87.63697309
2083,8/11/2013,Open,Vacant,False,False,60655.0,41.70761314,-87.68293618
2084,8/9/2013,Open,Vacant,False,True,60628.0,41.70525018,-87.63064508
2085,8/10/2013,Open,Vacant,False,False,60628.0,41.68321531,-87.62282401
2086,8/8/2013,Open,Vacant,False,True,60628.0,41.67524998,-87.63821319
2087,8/6/2013,Boarded,Vacant,False,False,60643.0,41.67776172,-87.64573095
2088,8/6/2013,Open,Vacant,False,True,60641.0,41.93745809,-87.73698587
2089,8/7/2013,Open,Vacant,False,True,60643.0,41.68742643,-87.64831002
2090,8/1/2013,Open,Vacant,False,True,60628.0,41.6788295,-87.62268492
2091,8/1/2013,Open,Vacant,False,False,60634.0,41.93884188,-87.79941826
2092,7/29/2013,Open,Vacant,False,True,60632.0,41.79818114,-87.68782103
2093,7/26/2013,Open,Vacant,False,True,60643.0,41.70827781,-87.64651657
2094,7/19/2013,Open,Vacant,False,False,60628.0,41.70243177,-87.64026832
2095,7/18/2013,Open,Vacant,False,False,60628.0,41.69976919,-87.63177477
2096,7/15/2013,Open,Vacant,False,True,60619.0,41.74544307,-87.60380839
2097,7/16/2013,Open,Vacant,False,True,60628.0,41.70461817,-87.62820812
2098,7/8/2013,Open,Vacant,False,True,60628.0,41.70310375,-87.62697734
2099,6/22/2013,Open,Vacant,False,True,60643.0,41.71181484,-87.64904124
2100,8/17/2013,Open,Vacant,False,False,60623.0,41.86045713,-87.7262241
2101,8/9/2013,Open,Vacant,False,False,60612.0,41.88650418,-87.69922
2102,8/9/2013,Boarded,Vacant,False,False,60620.0,41.73757116,-87.64318145
2103,8/10/2013,Open,Vacant,False,True,60628.0,41.70716301,-87.62364753
2104,8/8/2013,Open,Vacant,False,True,60639.0,41.92422026,-87.76721548
2105,8/8/2013,Open,Vacant,False,False,60612.0,41.87483504,-87.69372554
2106,8/17/2013,Open,Vacant,False,False,60636.0,41.77351841,-87.67133902
2107,8/17/2013,Open,Vacant,False,False,60640.0,41.96539232,-87.65806178
2108,8/16/2013,Open,Vacant,False,False,60636.0,41.76749516,-87.67117223
2109,8/16/2013,Open,Vacant,False,False,60621.0,41.78275985,-87.65093774
2110,8/15/2013,Open,Vacant,False,False,60628.0,41.68896058,-87.62265183
2111,8/14/2013,Open,Vacant,False,True,60636.0,41.76986522,-87.67123491
2112,8/12/2013,Open,Vacant,False,False,60615.0,41.8089831,-87.6126607
2113,8/12/2013,Open,Vacant,False,True,60644.0,41.87574254,-87.75582248
2114,8/7/2013,Open,Vacant,False,False,60609.0,41.82711742,-87.64480097
2115,8/9/2013,Open,Vacant,False,False,60624.0,41.87016989,-87.73893339
2116,8/7/2013,Open,Vacant,False,False,60655.0,41.68960767,-87.68617663
2117,8/1/2013,Open,Vacant,False,True,60643.0,41.70478758,-87.64641623
2118,7/30/2013,Open,Vacant,False,False,60628.0,41.67993966,-87.61663407
2119,7/25/2013,Open,Vacant,False,False,60617.0,41.71787293,-87.56619936
2120,6/7/2013,Open,Vacant,False,True,60628.0,41.67430474,-87.62202156
2121,6/8/2013,Open,Vacant,False,True,60628.0,41.67717323,-87.61871856
2122,6/1/2013,Open,Vacant,False,True,60628.0,41.675865,-87.62381284
2123,5/24/2013,Open,Vacant,False,True,60628.0,41.67812073,-87.61636186
2124,8/20/2013,Open,Vacant,False,False,60621.0,41.76520276,-87.64441296
2125,8/12/2013,Open,Vacant,False,False,60632.0,41.7998073,-87.72089755
2126,8/12/2013,Open,Vacant,False,True,60623.0,41.85277383,-87.71625113
2127,8/12/2013,Open,Vacant,False,True,60623.0,41.85253476,-87.71624425
2128,8/12/2013,Open,Vacant,False,True,60623.0,41.85248701,-87.71624288
2129,8/6/2013,Open,Vacant,False,True,60612.0,41.87271859,-87.68620585
2130,8/7/2013,Open,Vacant,False,False,60623.0,41.85438238,-87.70776444
2131,8/2/2013,Open,Vacant,False,True,60641.0,41.93608253,-87.74752109999999
2132,7/30/2013,Open,Vacant,False,True,60632.0,41.794544200000004,-87.73300457
2133,7/31/2013,Open,Vacant,False,False,60632.0,41.81799065,-87.70189373
2134,7/31/2013,Open,Vacant,False,False,60629.0,41.78366261,-87.69473767
2135,7/29/2013,Open,Vacant,False,True,60638.0,41.79631241,-87.76851534
2136,7/22/2013,Open,Vacant,False,False,60632.0,41.81153095,-87.71009437
2137,7/15/2013,Open,Vacant,False,True,60629.0,41.78230367,-87.68617204
2138,7/16/2013,Open,Vacant,False,False,60629.0,41.77812024,-87.68727384
2139,7/12/2013,Open,Vacant,False,True,60629.0,41.77344383,-87.7005743
2140,6/25/2013,Open,Vacant,False,False,60638.0,41.79959696,-87.75149504
2141,6/25/2013,Open,Vacant,False,False,60632.0,41.81246557,-87.71018031
2142,6/25/2013,Open,Vacant,False,False,60638.0,41.7974266,-87.76488359999999
2143,6/24/2013,Open,Vacant,False,True,60649.0,41.756955100000006,-87.583442
2144,6/12/2013,Open,Vacant,True,True,60629.0,41.77618906,-87.70558873
2145,6/7/2013,Open,Vacant,False,False,60638.0,41.79765269,-87.76733268
2146,5/29/2013,Open,Vacant,False,False,60632.0,41.79829001,-87.74046007
2147,5/31/2013,Open,Vacant,False,False,60638.0,41.79696907,-87.77585212
2148,8/20/2013,Open,Vacant,False,False,60624.0,41.89016556,-87.71860079
2149,8/20/2013,Open,Vacant,False,False,60639.0,41.92198025,-87.78320114
2150,8/20/2013,Open,Vacant,False,False,60624.0,41.89365049,-87.71396798
2151,8/20/2013,Open,Vacant,False,False,60649.0,41.75162512,-87.57449157
2152,8/20/2013,Open,Vacant,False,False,60621.0,41.77209118,-87.63871838
2153,8/20/2013,Open,Vacant,False,False,60621.0,41.77515856,-87.63880763
2154,8/20/2013,Open,Vacant,False,False,60624.0,41.89175584,-87.71927548
2155,8/20/2013,Open,Vacant,False,False,60624.0,41.89037004,-87.71860654
2156,8/18/2013,Open,Vacant,False,False,60628.0,41.69922907,-87.61598375
2157,8/17/2013,Open,Vacant,False,False,60621.0,41.77605758,-87.64833607
2158,8/12/2013,Open,Vacant,False,True,60649.0,41.75264353,-87.57234443
2159,8/9/2013,Open,Vacant,False,True,60632.0,41.81268069,-87.69556455
2160,8/9/2013,Open,Vacant,False,True,60651.0,41.90212599,-87.77294129
2161,8/10/2013,Open,Vacant,False,True,60619.0,41.73027083,-87.60430042
2162,8/7/2013,Open,Vacant,False,True,60624.0,41.89398482,-87.71382995
2163,8/8/2013,Open,Vacant,False,False,60624.0,41.89396643,-87.71382940000001
2164,8/6/2013,Open,Vacant,False,True,60608.0,41.85500602,-87.66974794
2165,8/2/2013,Open,Vacant,False,True,60632.0,41.80353855,-87.72712703
2166,7/29/2013,Open,Vacant,False,True,60632.0,41.80194559,-87.73076206
2167,7/29/2013,Open,Vacant,True,False,60651.0,41.89956822,-87.74868231
2168,7/29/2013,Open,Vacant,False,True,60632.0,41.80169792,-87.73442772
2169,7/26/2013,Open,Vacant,False,True,60636.0,41.77557766,-87.6821895
2170,7/27/2013,Open,Vacant,False,True,60628.0,41.71025471,-87.62839459
2171,7/19/2013,Open,Vacant,False,False,60636.0,41.77106703,-87.66885024
2172,7/20/2013,Open,Vacant,False,False,60628.0,41.69184587,-87.61213351
2173,7/16/2013,Open,Vacant,False,True,60632.0,41.80150581,-87.72952556
2174,7/12/2013,Boarded,Vacant,False,False,60629.0,41.78604562,-87.68626764
2175,7/12/2013,Boarded,Vacant,False,False,60629.0,41.78600884,-87.68626655
2176,6/28/2013,Open,Vacant,False,False,60628.0,41.70285332,-87.60387757
2177,6/29/2013,Open,Vacant,False,True,60632.0,41.80958774,-87.70866151
2178,6/30/2013,Open,Vacant,False,True,60628.0,41.71209719,-87.62362074
2179,6/18/2013,Open,Vacant,False,True,60628.0,41.709636700000004,-87.63683546
2180,6/19/2013,Open,Vacant,False,True,60628.0,41.69719448,-87.61960213
2181,6/14/2013,Boarded,Vacant,False,True,60628.0,41.69167404,-87.61212811
2182,5/28/2013,Open,Vacant,False,True,60628.0,41.69882321,-87.61597197
2183,5/28/2013,Open,Vacant,False,False,60632.0,41.81266375,-87.70536681
2184,5/30/2013,Open,Vacant,False,False,60628.0,41.70862551,-87.63802158
2185,5/24/2013,Open,Vacant,False,False,60628.0,41.71374051,-87.63572956
2186,5/20/2013,Open,Vacant,False,True,60628.0,41.67808336,-87.61885291
2187,5/22/2013,Boarded,Vacant,False,False,60628.0,41.71414591,-87.63696686
2188,8/21/2013,Open,Vacant,False,False,60649.0,41.75236138,-87.55152729
2189,8/17/2013,Open,Vacant,False,False,60621.0,41.78588797,-87.64859077
2190,8/14/2013,Open,Vacant,False,True,60628.0,41.71022645,-87.62598598
2191,8/14/2013,Boarded,Vacant,False,False,60621.0,41.77913039,-87.65205855
2192,8/12/2013,Open,Vacant,False,False,60628.0,41.71332348,-87.62966703
2193,8/13/2013,Open,Vacant,False,False,60621.0,41.78342499,-87.64246917
2194,8/13/2013,Open,Vacant,True,True,60623.0,41.85456454,-87.70182139
2195,8/13/2013,Open,Vacant,False,False,60621.0,41.78694798,-87.65037814
2196,8/12/2013,Open,Vacant,False,True,60621.0,41.78509085,-87.64248882
2197,8/7/2013,Open,Vacant,False,False,60628.0,41.71026323,-87.62598705
2198,7/31/2013,Open,Vacant,False,False,60619.0,41.724638399999996,-87.60938203
